"","study_id","study_title","source","abstract","keywords","doi","url","longitude","latitude","country","ecosystem_type_main","research_type"
"333","rayyan-674256724","Islands in the forest: effects of patch size and isolation on farmland bird species richness and community composition of farmland patches in forest landscapes","LANDSCAPE ECOLOGY","Context Theory predicts that species diversity of isolated habitat patches depends on patch size and isolation. However, there are few previous studies of how patch size and isolation influence community composition. This study tested theory using small and isolated farmland patches in a forested matrix. Objectives I tested whether bird species diversity and community composition of isolated farmland patches depended on patch size, measures of isolation (e.g. distance from the main farmland areas; up to 15 km), and other variables such as presence of human habitation. Methods Farmland bird species diversity and community composition (relative proportions of different ecological guilds) of 130 farmland patches within forest landscapes were recorded in Norway. Results Species diversity and proportion of the species that nested on the ground or low in bushes increased with patch size. Distance from the main farmland region was not related to species diversity or community composition, but species diversity increased when there were stepping stones present. Sites inhabited by humans had higher species diversity, a larger proportion of species nesting high in trees or in cavities (such as in buildings), and a larger proportion of resident species. Other variables were less important. There was also a strong relationship between the occupancy of individual species in the main farmland region and their occupancy in the forest region, suggesting that colonisation pressure also influenced species diversity of these habitat islands. Conclusions I found weak evidence of isolation effects on bird species diversity and community composition of farmland patches within forest, whereas most of the variation was explained by patch size and presence of humans.","Bird community and Island biogeography and Habitat patches and Species diversity and Species traits and LEVEL PERCEPTUAL ABILITIES and HABITAT FRAGMENTATION and REGIONAL ABUNDANCE and AREA and BIOGEOGRAPHY and DISPERSAL and MOVEMENTS and RESPONSES and MAMMALS and CONTEXT and Trees","10.1007/s10980-019-00920-w","https://doi.org/10.1007/s10980-019-00920-w",10.421906,63.446827,"Norway","Semi-natural ecosystems","Quasi-observational studies"
"334","rayyan-674257386","Linking visitors' spatial preferences to sustainable visitor management in a Norwegian national park","ECO MONT-JOURNAL ON PROTECTED MOUNTAIN AREAS RESEARCH","The increasing numbers of tourists visiting national parks contribute to new opportunities as well as challenges. Alpine and Arctic national parks in Northern Europe are key habitats for vulnerable species such as wild reindeer (Rangifer tarandus tarandus), and there is a significant need for management tools that can reduce the negative impacts of tourism. To gain knowledge about visitors' motivations and spatial preferences, we carried out a survey of people (n = 498) on paths in part of Rondane National Park, Norway. The results indicate that a large share of the visitors in the central, vulnerable part of the National Park may find their desired recreational benefits in the less vulnerable fringe entrance areas. We discuss theoretical and practical implications of the results and how to increase knowledge about visitors' spatial preferences in order better to regulate their behaviour with the aim of reducing impacts on vulnerable fauna.","adaptive management and human disturbance and nature-based tourism and outdoor recreation and wildlife and RECREATION SETTINGS and EXPERIENCES and MOTIVATION and NORWAY","10.1553/eco.mont-12-1s27     WE  - Science Citation Index Expanded (SCI-EXPANDED)     WE  - Social Science Citation Index (SSCI)","https://doi.org/10.1553/eco.mont-12-1s27",10.421906,63.446827,"Norway","Mountains","Observational studies"
"335","rayyan-674267860","Legacies from natural forest dynamics: Different effects of forest management on wood-inhabiting fungi in pine and spruce forests","FOREST ECOLOGY AND MANAGEMENT","The species composition of wood-inhabiting fungi (polypores and corticoids) was investigated on 1138 spruce logs and 992 pine logs in 90 managed and 34 natural or near-natural spruce and pine forests in SE Norway. Altogether, the study included 290 species of wood-inhabiting fungi. Comparisons of logs with similar properties (standardized tree species, decay class, dimension class) in natural and managed forests showed a significant reduction in species number per log in managed spruce forests, but not in managed pine forests. The species number per log in managed spruce forests was 10-55% lower than on logs from natural spruce forests. The reduction was strongest on logs of large dimensions. A comparison of 200-400 spruce logs from natural and managed forests showed a 25% reduction in species richness corresponding to a conservative loss of ca. 40 species on a regional scale. A closer inspection revealed that species confined to medium and very decayed spruce logs were disfavored in managed forests, whereas species on early decay classes and decay generalists were unaffected. Similarly, species preferring large spruce logs were disfavored in managed forests. Forest management had strongest impact on low-frequent species in the spruce forests (more than 50% reduction), whereas common species were modestly affected. Corticoid fungi were more adversely affected than polypore fungi. These results indicate that wood-decaying fungi in pine forests are more adapted to forest disturbances than spruce-associated species. Management measures securing a continuous supply of dead wood are more important in spruce forests than in pine forests. (C) 2011 Published by Elsevier B.V.","Coarse woody debris and Boreal forest and Polypore and Corticoid and Wood-decaying fungi and Saproxylic and BIODIVERSITY and CONTINUITY and SYSTEMS and NORWAY and FIRES and LOGS and Fungi and Trees","10.1016/j.foreco.2011.01.003     WE  - Science Citation Index Expanded (SCI-EXPANDED)","https://doi.org/10.1016/j.foreco.2011.01.003",10.421906,63.446827,"Norway","Forest","Observational studies"
"336","rayyan-674261206","Hydropower impacts on reservoir fish populations are modified by environmental variation","SCIENCE OF THE TOTAL ENVIRONMENT","Global transition towards renewable energy production has increased the demand for new and more flexible hydropower operations. Before management and stakeholders can make informed choices on potential mitigations, it is essential to understand how the hydropower reservoir ecosystems respond to water level regulation (WLR) impacts that are likely modified by the reservoirs' abiotic and biotic characteristics. Yet, most reservoir studies have been case-specific, which hampers large-scale planning, evaluation and mitigation actions across various reservoir ecosystems. Here, we investigated how the effect of the magnitude, frequency and duration of WLR on fish populations varies along environmental gradients. We used biomass, density, size, condition and maturation of brown trout (Salmo trutta L.) in Norwegian hydropower reservoirs as a measure of ecosystem response, and tested for interacting effects of WLR and lake morphometry, climatic conditions and fish community structure. Our results showed that environmental drivers modified the responses of brown trout populations to different WLR patterns. Specifically, brown trout biomass and density increased with WLR magnitude particularly in large and complex-shaped reservoirs, but the positive relationships were only evident in reservoirs with no other fish species. Moreover, increasing WLR frequency was associated with increased brown trout density but decreased condition of individuals within the populations. WLR duration had no significant impacts on brown trout, and the mean weight and maturation length of brown trout showed no significant response to any WLR metrics. Our study demonstrates that local environmental characteristics and the biotic community strongly modify the hydropower-induced WLR impacts on reservoir fishes and ecosystems, and that there are no one-size-fits-all solutions to mitigate environmental impacts. This knowledge is vital for sustainable planning, management and mitigation of hydropower operations that need to meet the increasing worldwide demand for both renewable energy and ecosystem services delivered by freshwaters. (c) 2017 Elsevier B.V. All rights reserved.","Anthropogenic disturbance and Hydroelectricity and Lake ecosystem and Population dynamics and Renewable energy and Salmonid and WATER-LEVEL FLUCTUATIONS and BROWN TROUT and SALVELINUS-ALPINUS and ARCTIC CHARR and LAKE SIZE and ECOLOGY and BIODIVERSITY and ASSEMBLAGES and EMPHASIS and PREDATOR","10.1016/j.scitotenv.2017.10.268     WE  - Science Citation Index Expanded (SCI-EXPANDED)","https://doi.org/10.1016/j.scitotenv.2017.10.268",10.421906,63.446827,"Norway","Rivers & lakes","Observational studies"
"337","rayyan-674257946","Effects of disturbance on plant regrowth along snow pack gradients in alpine habitats","PLANT ECOLOGY","Human disturbance in alpine habitats is expected to increase, and improved knowledge of short-term recovery after disturbance events is necessary to interpret vegetation responses and formulate planning and mitigation efforts. The ability of a plant community to return to its original state after a disturbance (community resilience) depends on species composition and environmental conditions. The aim of this study is to analyze initial short-term effects of disturbance in alpine plant communities in contrasting climates (oceanic vs. continental; central Norway). We used a nested block-design to examine vegetative regrowth and seedling recruitment after experimental perturbation. Three plant community types along the snow pack gradient were exposed to (1) no disturbance, (2) clipping, and (3) clipping and uprooting. Slow vegetative regrowth and low seedling establishment rates were found in dry alpine ridges and late-melting oceanic snowbed communities. Leeside habitats with intermediate snow conditions were found more resilient. The difference was related to growth form and species diversity. Woody species, which dominated in ridges and oceanic snowbeds, showed the most negative response to disturbance. Species-rich plant communities dominated by graminoids and herbs showed higher rates of regrowth. Species richness seems to cause resilience to the plant communities through higher response diversity. Plant communities at the extreme ends of abiotic gradients, ridges and late-melting snowbeds, will be most sensitive to both disturbance and environmental change. In an up-scaled human-used landscape disturbance effects will be amplified and further limit recovery to a pre-disturbance state.","Climate gradients and Experimental perturbation and Linear effect models and Ordination analyses and Plant growth form and Revegetation and ARCTIC TUNDRA and SEED BANK and VEGETATION and RESILIENCE and COMMUNITIES and RECRUITMENT and RESISTANCE and TOLERANCE and DIVERSITY and STABILITY","10.1007/s11258-012-0094-5     WE  - Science Citation Index Expanded (SCI-EXPANDED)","https://doi.org/10.1007/s11258-012-0094-5",10.421906,63.446827,"Norway","Mountains","Observational studies"
"338","rayyan-674260717","Substantial decline of Northern European peatland bird populations: Consequences of drainage","BIOLOGICAL CONSERVATION","Northern European peatlands are important habitats for biological conservation because they support rich biodiversity and unique species compositions. However, historical management of peatland habitats has had negative consequences for biodiversity and their degradation remains a major conservation concern. Despite increasing awareness of the conservation value of peatlands, the statuses and ecological requirements of peat land species have remained largely understudied. Here, we first analysed temporal trends of Northern European peatland birds to document the status of their populations using bird data from five different countries. Second, we used Finnish monitoring data to assess habitat preferences of peatland bird species, hence helping to target conservation to the most relevant habitat types. There was a general decline of 40% in Northern European peatland bird population sizes in 1981-2014 (speed of decline 1.5%/year) largely driven by Finland, where populations declined almost 50% (2.0% annual decline). In Sweden and Norway, peatland bird populations declined by 20% during 1997-2014 (1.0% annual decline). In contrast, southern populations in Estonia and Latvia, where the majority of open peatlands are protected, showed a 40% increase during 1981-2014 (1.0% annual increase). The most important habitat characteristics preferred by common peatland species in Finland were openness and low tree height, while wetness proved to be an important feature for waders. Drainage of peatlands had clear negative effects on the densities of many species, with the only exception of rustic bunting, which specializes on edge habitats. Our findings call for more effective conservation actions in Northern European peatland habitats, especially in Finland where peatland drainage represents a major threat to biodiversity.","Boreal peatlands and Bird biodiversity and Habitat loss and Ditching and Protected areas and CLIMATE-CHANGE and CARBON-CYCLE and BOREAL and INDICATOR and ABUNDANCE and FOREST and PREDATION and DISTANCE and DENSITY and FINLAND and Drainage","10.1016/j.biocon.2017.08.025     WE  - Science Citation Index Expanded (SCI-EXPANDED)","https://doi.org/10.1016/j.biocon.2017.08.025",10.421906,63.446827,"Norway","Wetlands/peatlands","Observational studies"
"339","rayyan-674260717","Substantial decline of Northern European peatland bird populations: Consequences of drainage","BIOLOGICAL CONSERVATION","Northern European peatlands are important habitats for biological conservation because they support rich biodiversity and unique species compositions. However, historical management of peatland habitats has had negative consequences for biodiversity and their degradation remains a major conservation concern. Despite increasing awareness of the conservation value of peatlands, the statuses and ecological requirements of peat land species have remained largely understudied. Here, we first analysed temporal trends of Northern European peatland birds to document the status of their populations using bird data from five different countries. Second, we used Finnish monitoring data to assess habitat preferences of peatland bird species, hence helping to target conservation to the most relevant habitat types. There was a general decline of 40% in Northern European peatland bird population sizes in 1981-2014 (speed of decline 1.5%/year) largely driven by Finland, where populations declined almost 50% (2.0% annual decline). In Sweden and Norway, peatland bird populations declined by 20% during 1997-2014 (1.0% annual decline). In contrast, southern populations in Estonia and Latvia, where the majority of open peatlands are protected, showed a 40% increase during 1981-2014 (1.0% annual increase). The most important habitat characteristics preferred by common peatland species in Finland were openness and low tree height, while wetness proved to be an important feature for waders. Drainage of peatlands had clear negative effects on the densities of many species, with the only exception of rustic bunting, which specializes on edge habitats. Our findings call for more effective conservation actions in Northern European peatland habitats, especially in Finland where peatland drainage represents a major threat to biodiversity.","Boreal peatlands and Bird biodiversity and Habitat loss and Ditching and Protected areas and CLIMATE-CHANGE and CARBON-CYCLE and BOREAL and INDICATOR and ABUNDANCE and FOREST and PREDATION and DISTANCE and DENSITY and FINLAND and Drainage","10.1016/j.biocon.2017.08.025     WE  - Science Citation Index Expanded (SCI-EXPANDED)","https://doi.org/10.1016/j.biocon.2017.08.025",17.062431988005,62.7342098610845,"Sweden","Wetlands/peatlands","Observational studies"
"340","rayyan-674260717","Substantial decline of Northern European peatland bird populations: Consequences of drainage","BIOLOGICAL CONSERVATION","Northern European peatlands are important habitats for biological conservation because they support rich biodiversity and unique species compositions. However, historical management of peatland habitats has had negative consequences for biodiversity and their degradation remains a major conservation concern. Despite increasing awareness of the conservation value of peatlands, the statuses and ecological requirements of peat land species have remained largely understudied. Here, we first analysed temporal trends of Northern European peatland birds to document the status of their populations using bird data from five different countries. Second, we used Finnish monitoring data to assess habitat preferences of peatland bird species, hence helping to target conservation to the most relevant habitat types. There was a general decline of 40% in Northern European peatland bird population sizes in 1981-2014 (speed of decline 1.5%/year) largely driven by Finland, where populations declined almost 50% (2.0% annual decline). In Sweden and Norway, peatland bird populations declined by 20% during 1997-2014 (1.0% annual decline). In contrast, southern populations in Estonia and Latvia, where the majority of open peatlands are protected, showed a 40% increase during 1981-2014 (1.0% annual increase). The most important habitat characteristics preferred by common peatland species in Finland were openness and low tree height, while wetness proved to be an important feature for waders. Drainage of peatlands had clear negative effects on the densities of many species, with the only exception of rustic bunting, which specializes on edge habitats. Our findings call for more effective conservation actions in Northern European peatland habitats, especially in Finland where peatland drainage represents a major threat to biodiversity.","Boreal peatlands and Bird biodiversity and Habitat loss and Ditching and Protected areas and CLIMATE-CHANGE and CARBON-CYCLE and BOREAL and INDICATOR and ABUNDANCE and FOREST and PREDATION and DISTANCE and DENSITY and FINLAND and Drainage","10.1016/j.biocon.2017.08.025     WE  - Science Citation Index Expanded (SCI-EXPANDED)","https://doi.org/10.1016/j.biocon.2017.08.025",25.657384334547,65.0157895974991,"Finland","Wetlands/peatlands","Observational studies"
"341","rayyan-674260034","Community-wide mesocarnivore response to partial ungulate migration","JOURNAL OF APPLIED ECOLOGY","Mesocarnivores increase in number and geographic range in human-disturbed ecosystems with cascading negative impact on biodiversity. To mitigate such impacts, it is essential to identify the proximate causes of such mesocarnivore releases. Here, we assess to what extent increased partial migration in semi-domesticated tundra reindeer induce a response in boreal and arctic mesocarnivores. We used a large-scale and multiyear quasi-experimental study design with camera traps deployed on coastal tundra peninsulas in northern Norway to estimate area occupancy of the whole carnivore community. These peninsulas represent summer pastures for separate semi-domestic reindeer herds that, owing to different degrees of partial migration, now display spatially and temporally variable densities of year-round resident reindeer. We estimated resident reindeer density by means of aerial surveys. Area occupancy of all the recorded carnivore species increased strongly when resident reindeer densities exceeded 15deerkm(-2). Most of the increasing carnivore species were typical boreal forest species, implying range expansions into tundra when provided with stable food resources (prey and carrion) in terms of resident reindeer.Synthesis and applications. We found that boreal mesocarnivores, known to negatively impact the productivity of reindeer and arctic wildlife of conservation concern, steeply increased in tundra areas with many year-round resident reindeer due to increased partial migration. To avoid such negative impacts, actions should be taken to minimize residency in tundra reindeer. We found that boreal mesocarnivores, known to negatively impact the productivity of reindeer and arctic wildlife of conservation concern, steeply increased in tundra areas with many year-round resident reindeer due to increased partial migration. To avoid such negative impacts, actions should be taken to minimize residency in tundra reindeer.","arctic tundra and corvids and eagles and mesopredators and red fox and reindeer and semi-domestication and wolverine and REINDEER RANGIFER-TARANDUS and MESOPREDATOR RELEASE and PREDATOR DIVERSITY and CALVES and CONSERVATION and YELLOWSTONE and COMPETITION and ECOSYSTEMS and CARCASSES and SUBSIDIES","10.1111/1365-2664.12328     WE  - Science Citation Index Expanded (SCI-EXPANDED)","https://doi.org/10.1111/1365-2664.12328",10.421906,63.446827,"Norway","Forest, Mountains","Observational studies"
"342","rayyan-674261008","Integrating impacts on climate change and biodiversity from forest harvest in Norway","ECOLOGICAL INDICATORS","Forest ecosystems provide a variety of services, from climate regulation to biodiversity conservation. Temporary land cover variations such as those related to forest management can contribute to climate change through both biogeochemical (carbon, warming) and biophysical (albedo, cooling) mechanisms. As global rising demand for biomass for energy and materials can contribute to biodiversity losses, there is an evident need for integrated assessments of climate and biodiversity impacts to investigate possible trade-offs and synergies. We explore the integration of impacts on climate change and biodiversity from forest harvest for three case studies based on forest plantations in Norway. We focus on impacts from land disturbance after clear-cutting using three plots of one ha each of homogeneous forest in two ecoregions in Norway involving three different tree species: spruce, pine and birch. We use existing ecoregion specific characterization factors (CFs) to quantify occupation, short-term and long-term transformation impacts of land use on biodiversity loss for five taxonomic groups: mammals, birds, amphibians, reptiles and plants at regional and global level. For climate change impacts, we quantify the contributions of CO2 fluxes and changes in albedo. We estimate CFs for two complementary climate metrics, namely global warming potential (GWP) and global temperature change potential (GTP) for time horizons of 20 and 100 years and quantify impacts in CO2 equivalents. We pursue the integration of impacts on climate and biodiversity from a time perspective: very short (GVVP20 and land occupation), medium (GWP100 and land transformation within 100 years) and long (GTP100 and land transformation after 100 years). We find CFs from -0.21 to 1.6 kg CO2-eq./kg CO2 for carbon emissions, and from -0.03 to -1.4 kg CO2-eq./kg CO2 for albedo changes, while net characterized impacts range from -44.8 t CO2-eq./ha (GTP100, spruce) to 93.25 t CO2-eq./ha (GWP20, spruce). Damages to biodiversity range from 4.76 * 10(-13) to 6.24 *10(-8) global species eq. lost per ton of carbon harvested. Our results reinforce the notion that spatially and temporally explicit analyses are vital when assessing life-cycle impacts from land derived products. We show that the existing set of multiple and complementary indicators for climate charige and biodiversity impacts can be integrated into a common framework to better inform about the complex heterogeneities of the forest ecosystem response to disturbances. We argue for a more frequent consideration of integrated impacts on biodiversity and climate change from forestry operations to better highlight possible co-benefits or adverse side-effects of forest management strategies.","LCA and Climate change and Biodiversity loss and Forestry management and Albedo and GLOBAL WARMING POTENTIALS and LAND-USE IMPACTS and CARBON-DIOXIDE and SURFACE ALBEDO and CO2 EMISSIONS and CYCLE and LIFE and BIOMASS and BIOENERGY and TEMPERATURE and Norway and Trees","10.1016/j.ecolind.2018.02.034     WE  - Science Citation Index Expanded (SCI-EXPANDED)","https://doi.org/10.1016/j.ecolind.2018.02.034",10.421906,63.446827,"Norway","Forest","Conceptual work / scenarios"
"343","rayyan-674267167","Clonal growth buffers the effect of grazing management on the population growth rate of a perennial grassland herb","FLORA","Grazing is an important management action to conserve biodiversity in semi-natural grasslands but it is important to understand how grazing influences the life-history components and population dynamics of plant species. In this study, we analysed effects of grazing intensity and abandonment on population dynamics of the semi-natural grassland species Knautia arvensis which is an important nectar source for pollinating species and an indicator of biodiversity in agricultural landscapes. We recorded life-history stage, survival, establishment of seedlings and ramets, number of inflorescences and grazing marks on permanently marked individuals in eight populations in mid-Norway for three consecutive years. Matrix modelling was used to estimate population growth rates and elasticities, and life Table response experiments (LTREs) were used to assess the contribution of different life-history components to the observed variation in population growth rates between different management treatments. Generalized linear mixed effects models (GLMMs) were used to investigate the effect of management on vital rates and number of inflorescences as well as damage to K. arvensis individuals. Populations in abandoned grasslands had more inflorescences, a lower proportion of seedlings and a higher proportion of flowering ramets compared to populations in grasslands under high grazing intensity. There were no differences in population growth rates between different grazing intensities. Fecundity however, contributed more to the growth rate in grazed grasslands compared to abandoned grasslands where clonal regeneration contributed the most. Survival of non-flowering rosettes made the largest impact to overall growth rates. Our results indicate that a long life-span and clonal growth buffer the effect of environmental change in abandoned grasslands and that there is a trade-off between fertility and clonal regeneration in K. arvensis populations. (C) 2016 The Author(s). Published by Elsevier GmbH.","Matrix projection models and LTRE analysis and Growth rate and Life-history components and Stage structure and Knautia arvensis and KNAUTIA-ARVENSIS and SPECIES RICHNESS and PLANT and DYNAMICS and DISTURBANCE and DEMOGRAPHY and HERBIVORY and ABUNDANCE and REPRODUCTION and BUTTERFLIES and Buffers","10.1016/j.flora.2016.04.007     WE  - Science Citation Index Expanded (SCI-EXPANDED)","https://doi.org/10.1016/j.flora.2016.04.007",10.421906,63.446827,"Norway","Semi-natural ecosystems","Observational studies"
"344","rayyan-674265208","Environmental factors affecting numbers of pink-footed geese Anser brachyrhynchus utilising an autumn stopover site","WILDLIFE BIOLOGY","For huntable waterbird species, the autumn migration strategy may be important for their fitness, as their behaviour and environmental factors may influence their exposure to hunting mortality. Hunting activity may also reduce the access to food resources which may be limited in the wintering areas, thereby affecting winter survival. In this study we assessed the possible influence of food resources, weather conditions, inter-specific competition and hunting intensity (as a measure of possible disturbance) on abundance and distribution of pink-footed geese Anser brachyrhynchus at their main autumn stopover site in Norway. The results show that food resources in term of spilt cereal grain were abundant, even by the time the geese had moved on. Snow cover did not limit the food availability during the main migratory period. Inter-specific competition with greylag geese Anser anser reduced food supplies locally and appeared to be increasing. Goose hunting intensity varied among sites and our data indicate a negative relationship between hunting intensity and the rate at which geese consumed the food resources. Collectively, our results suggest that the majority of pink-footed geese leave the stopover area earlier than they would otherwise, when hunting intensities are high. In the case of pink-footed geese, population consequences of disturbance is not a concern at present; however, an international species management plan calls for 1) keeping disturbance low in areas where geese do not cause conflicts with agriculture to prevent them being pushed to areas with problems, and 2) increased harvest to reduce and stabilise the population size. Both objectives can be met by reducing hunting disturbance in mid-Norway and it is recommended that a better local organisation of hunting is implemented.","HABITAT UTILIZATION and SNOW GEESE and LAND-USE and POPULATION and SURVIVAL and MIGRATION and DISTURBANCE and BIRDS and ENERGETICS and EXPANSION and Fibrinogen","10.2981/wlb.00161     WE  - Science Citation Index Expanded (SCI-EXPANDED)","https://doi.org/10.2981/wlb.00161",10.421906,63.446827,"Norway","Semi-natural ecosystems","Observational studies"
"345","rayyan-674260116","Local resources, linear elements and mass-flowering crops determine bumblebee occurrences in moderately intensified farmlands","AGRICULTURE ECOSYSTEMS & ENVIRONMENT","There is consensus that land-use change is a main driver behind the recent declines of many pollinator populations in Europe. However, it is still not adequately understood how the local resource quality and landscape composition influence pollinators, and if and how the effects vary in space and time. We analysed the influence of landscape- (2 km radius) and local scale- (50 m transects) resources on bumblebee species richness and abundance during two years in South-eastern Norway, where agriculture is highly modernised but landscapes still show limited spatial homogenization. Local flower density and species richness were strongly positively associated with bumblebee densities and species richness, but higher landscape-level flower species richness were linked to lower local bumblebee abundances. Early and late mass flowering crops had clear, but contrasting, effects. The total area of early flowering crops had a consistent negative impact on bumblebee density and species richness throughout the season, while late flowering crops had a positive impact in the beginning of the season before their bloom, suggesting a carry-over effect from previous years. The negative effects of early flowering crops could be due to competition of bumblebees with honey-bees, which are widely used in these crops. Bumblebee density and species richness were clearly negatively correlated with the total area of forest and flower-poor land use areas, including grass fields and cereals. In contrast, bumblebees were positively associated with most linear elements in the landscape (especially pasture and cropland verges), except for roads, which negatively affected bumblebee densities, possibly due to increased mortality, since the quality of the flower resources did not differ from other linear elements. Our results show that the quality and the spatial and temporal distribution of flower resources within the landscape are important drivers for bumblebees, but can create counterintuitive distribution patterns depending on the temporal and spatial resolution of the survey. Increasing flower resources in linear elements and the amount of late mass-flowering crops may be viable management measures to improve conditions for bumblebees in moderately intensified landscapes. (C) 2017 The Authors. Published by Elsevier B.V.","Bombus and Pollinators and Linear features and Mass-flowering crops and Landscape ecology and Agricultural landscapes and Ecosystem services and POLLINATION SERVICES and ECOSYSTEM SERVICE and OILSEED RAPE and WILD BEES and FORAGING DISTANCES and LANDSCAPE-SCALE and COLONY GROWTH and DIVERSITY and ABUNDANCE and BIODIVERSITY","10.1016/j.agee.2016.12.039     WE  - Science Citation Index Expanded (SCI-EXPANDED)","https://doi.org/10.1016/j.agee.2016.12.039",10.421906,63.446827,"Norway","Forest, Naturally open area under the tree-line, Semi-natural ecosystems","Observational studies"
"346","rayyan-674260161","Hollow oaks and beetle conservation: the significance of the surroundings","BIODIVERSITY AND CONSERVATION","In this study we investigated hollow oaks (Quercus robur, Q. petrea) situated in open landscapes and in forests in Norway in northern Europe, and compared their importance for rare and threatened beetles (Coleoptera). Old, hollow oak trees, both in parks and in forests, were extremely rich in red-listed beetles, and hosted a high proportion of threatened species. The proportion of oak associated species and the mean number of red-listed beetle species per tree was similar in the two site types, but rarefaction showed that for a certain number of individuals, oaks in forests had more threatened and near-threatened species than oaks in parks. The species composition also differed between site types: Park oaks had a higher proportion of species associated with hollows and animal nests, whereas in forests, there was a higher proportion of species depending on dead oak wood in general. Four factors were significant in explaining the richness of red-listed beetles in our study: Tree circumference, cavity decay stage, proportion of oak in the surroundings, and coarse woody debris (CWD) in the surroundings. Forest oaks were smaller, but they still trapped a species richness comparable to that of the larger park oaks-probably a result of high amounts of CWD in the surroundings. We show that oaks in open landscapes and oaks in forest have only partly overlapping beetle assemblages and, thus, cannot be substituted in conservation. Planning for conservation of red-listed beetles associated with this key habitat demands a large scale perspective, both in space and time, as the surroundings have important effects on associated threatened and near threatened species.","Coleoptera and Beetles and Diversity and Red-listed species and Oak and Quercus and Cavity and Surroundings and Forest and Park and ENDANGERED LONGHORN BEETLE and EUROPEAN PRIMEVAL FORESTS and SAPROXYLIC BEETLES and OSMODERMA-EREMITA and TREE HOLLOWS and OLD OAKS and DIVERSITY and COLEOPTERA and SIZE","10.1007/s10531-009-9739-7     WE  - Science Citation Index Expanded (SCI-EXPANDED)","https://doi.org/10.1007/s10531-009-9739-7",10.421906,63.446827,"Norway","Forest, Semi-natural ecosystems","Observational studies"
"347","rayyan-674259552","Long-term effects of supplementary feeding of moose on browsing impact at a landscape scale","FOREST ECOLOGY AND MANAGEMENT","Supplementary, or diversionary feeding of wildlife is a common management practice, increasingly used to reduce or divert herbivore impact from sensitive habitats, forestry or agriculture. The landscape-scale spatial distribution of herbivory in relation to diversionary feeding is relevant to wildlife and land management, yet has never been quantified. We considered multiple hypotheses, based on central-place foraging theory, to investigate how landscape-scale browsing impact changed as a function of distance from feeding stations and thereby test the effectiveness of diversionary feeding. We assessed the landscape-scale browsing impact of moose by quantifying browsing patterns and moose density in commercially-valuable young Scots pine stands in an area of South-East Norway with a long history of winter feeding. We also used positions from GPS-collared female moose to investigate the spatial distribution of individuals across the landscape. Moose density and browsing impact at the local spatial scale (<1 km) followed an exponential decrease with distance from diversionary feeding stations. However, at the landscape scale (1-10 km), browsing impact did not show any relationship with distance to feeding stations. Leader stem browsing on Scots pine trees was high at both the local (68 +/- 12%) and landscape (59 +/- 8%) scales. In addition, browsing on commercially valuable Norway spruce, which is normally avoided by moose, was locally high around feeding stations. Long-term diversionary feeding of moose is ineffective in diverting browsing impact from young pine stands at the landscape scale, as currently practiced. Browsing on commercially-important tree species was sufficiently high that economic consequences could be expected. To avoid further conflict, we suggest a combination of reducing moose density and increasing the availability of natural or higher quality supplementary forage. (C) 2013 Elsevier B.V. All rights reserved.","Alces alces and Browsing impact and Central-place foraging and Pinus sylvestris and Supplemental feeding and Diversionary feeding and BEAVERS CASTOR-CANADENSIS and ALCES-ALCES and HABITAT SELECTION and SPACE USE and DEER and MECHANISMS and MANAGEMENT and RESOURCE and ELK and POPULATIONS","10.1016/j.foreco.2013.11.037     WE  - Science Citation Index Expanded (SCI-EXPANDED)","https://doi.org/10.1016/j.foreco.2013.11.037",10.421906,63.446827,"Norway","Forest","Observational studies"
"348","rayyan-674261694","Spatial Overlap between Environmental Policy Instruments and Areas of High Conservation Value in Forest","PLOS ONE","In order to safeguard biodiversity in forest we need to know how forest policy instruments work. Here we use a nationwide network of 9400 plots in productive forest to analyze to what extent large-scale policy instruments, individually and together, target forest of high conservation value in Norway. We studied both instruments working through direct regulation; Strict Protection and Landscape Protection, and instruments working through management planning and voluntary schemes of forest certification; Wilderness Area and Mountain Forest. As forest of high conservation value (HCV-forest) we considered the extent of 12 Biodiversity Habitats and the extent of Old-Age Forest. We found that 22% of productive forest area contained Biodiversity Habitats. More than 70% of this area was not covered by any large-scale instruments. Mountain Forest covered 23%, while Strict Protection and Wilderness both covered 5% of the Biodiversity Habitat area. A total of 9% of productive forest area contained Old-Age Forest, and the relative coverage of the four instruments was similar as for Biodiversity Habitats. For all instruments, except Landscape Protection, the targeted areas contained significantly higher proportions of HCV-forest than areas not targeted by these instruments. Areas targeted by Strict Protection had higher proportions of HCV-forest than areas targeted by other instruments, except for areas targeted by Wilderness Area which showed similar proportions of Biodiversity Habitats. There was a substantial amount of spatial overlap between the policy tools, but no incremental conservation effect of overlapping instruments in terms of contributing to higher percentages of targeted HCV-forest. Our results reveal that although the current policy mix has an above average representation of forest of high conservation value, the targeting efficiency in terms of area overlap is limited. There is a need to improve forest conservation and a potential to cover this need by better targeting high conservation value areas.","NORTHERN EUROPE and BIODIVERSITY and WOOD and RETENTION and INVENTORY and Trees","10.1371/journal.pone.0115001     WE  - Science Citation Index Expanded (SCI-EXPANDED)","https://doi.org/10.1371/journal.pone.0115001",10.421906,63.446827,"Norway","Forest","Observational studies"
