tidsmerke;study_id;study_title;is_the_study_conducted_in_norway_and_or_is_it_a_systematic_review_with_global_european_or_fennoscandian_coverage;does_the_study_assess_land_use_or_land_use_change_effects_on_the_biodiversity_ecosystem_services_functions_or_carbon_sequestration_and_storage_in_terrestrial_aquatic_or_coastal_areas_are_include_i_e_studies_focusing_on_marine_systems_are_excluded;does_the_study_assess_conflicts_tools_or_governance_relating_to_land_use_and_cover_change_its_effects_on_biodiversity_ecosystem_services_and_or_carbon_sequestration_and_storage_by_ecosystems_in_fenno_scandinavia_the_relation_should_be_explicit_in_study_for_the_record_to_be_included;study_duration_start_year;study_duration_end_year;any_indicators_of_study_duration_if_the_start_year_and_end_year_are_not_obvious;open_data;open_code;preregistration_or_published_protocol;country;county_name_of_norwegian_county;norwegian_kommune;spatial_scale;ecosystem_type_main;research_type;type_of_summarised_evidence;study_design_observational_studies;data_gathering_methods;study_area_discipline;x23;core_impact_mechanism;is_the_eligible_outcome_measured_or_assumed_for_example_if_the_amount_of_deadwood_is_measured_as_an_index_of_biodiversity_this_is_an_example_of_an_assumed_measure_of_biodiversity_if_the_measure_is_assumed_then_provide_the_measured_outcome_under_the_other_if_measured_proceed_with_ticking_the_correct_ebv_boxes;genetic_composition;species_populations;species_traits;community_composition;ecosystem_functioning;ecosystem_structure;ecosystem_services;taxonomic_level;taxonomic_name;governce_tools;governance_level_using_the_tool;tool_characteristics;risk_of_bias_is_the_risk_of_bias_in_individual_studies_limitations_in_study_design_or_conduct_that_could_influence_the_reported_effect_size_and_direction_enough_to_influence_the_summarised_evidence;risk_of_bias_does_the_summarised_evidence_undertake_any_assessment_of_the_risk_of_bias;imprecision_how_varied_is_the_summarised_effect_and_has_this_variation_be_adequately_assessed;imprecision_is_the_sample_size_sufficient_to_make_an_unbiased_estimate_of_effect;inconsistency_do_studies_included_in_summarised_evidence_have_a_consistent_direction_and_size_of_effect_do_studies_95_percent_ci_overlap;indirectness_does_the_summarised_evidence_directly_assess_the_hypothesis_or_question_at_hand_or_does_it_make_use_of_proxy_outcomes;publication_bias_does_the_summarised_evidence_assess_publication_bias_through_some_formal_method;evidence_certainty;number_of_studies_assessed;high_quality_systematic_review;notes.x;empirical_focus_of_study;analytical_approach_of_study;sector_societal_concern;actors;accession_zr;source_type;language;author;address;title;source;volume;issue;start_page;abstract;keywords;doi;issn;conference_date;notes.y;year;Y3;source_abbreviated;url;publisher;rayyan_decisions;rayyan_labels;rayyan_exclusionreasons;finaldecision
2024-05-17T12:41:46Z;rayyan-674264598;Timber production possibilities of the Norwegian forest area and measures for a sustainable forestry;Yes;No;Yes;NA;NA;;No;No;No;Norway;NA;NA;Regional (e.g., a County, a larger mountain area, a coastal region);Forest;Conceptual work / scenarios;NA;NA;NA;Mathematics and Natural Sciences;Biological resource use: forestry;Direct habitat removal, destruction or change;Assumed, Old trees - as index for biodiversity;NA;NA;NA;NA;NA;NA;Provisioning;NA;NA;Economic;Local;(Semi-)Quantitative;NA;NA;NA;NA;NA;NA;NA;NA;;NA;A simulation based tool for assessing trade off betweenforestry production and biodiv conservation;Tools;Economy-oriented, Sustainability-oriented, Cross-sectoral approach;Local government and regional development;Land-owners and land-owner organizations, Knowledge institutions/scientific expertise;rayyan-674264598;JOUR;English;Eid, T and Hoen, HF and Okseter, P;Agr Univ Norway, Dept Forens Sci, N-1432 As, Norway;Timber production possibilities of the Norwegian forest area and measures for a sustainable forestry;FOREST POLICY AND ECONOMICS;4;3;187-200;This paper presents long-range forest management analyses with the objective of mapping consequences for the timber production potential when forest management treatments are changed in an environmentally oriented direction. Sample plots from the National Forest Inventory, covering the entire productive forest area in Norway, were aggregated into 10000 treatment units. Management strategies maximising the net present value of the forest-land, with certain environmentally oriented constraints, were analysed. The following environmentally oriented constraints were considered: (i) areas of current old forest set aside, either proportionally or cost-efficiently, for permanent preservation, (ii) minimum target levels for area covered by old forest through time, (iii) retention of trees at final felling, and (iv) restricted management for border zone areas. With a real rate of discount of 2.5%, and all the constraints imposed simultaneously, the annual harvest potential was reduced by 30% for the first 10-year period, while the net present value was reduced by 21.5%. The results further demonstrated significant efficiency gains of letting the preservation of old forest be allocated cost-efficiently, compared with a strategy of setting aside an equal portion oil all eligible areas. (C) 2002 Elsevier Science B.V. All rights reserved.;environmentally oriented constraints and forest preservation and linear programming and net present value and simulation and timber production and MANAGEMENT and RESTRICTIONS and BIODIVERSITY and CONSTRAINTS and MODEL and Trees;10.1016/S1389-9341(01)00069-7     WE  - Science Citation Index Expanded (SCI-EXPANDED);1389-9341     J9  - FOREST POLICY ECON     JI  - Forest Policy Econ.;7;Times Cited in Web of Science Core Collection:  22     Total Times Cited:  23     Cited Reference Count:  59;2002;NA;NA;NA;NA;NA;NA;NA;NA
2024-05-17T16:35:28Z;rayyan-674258227;The role of ecological and economic factors in the management of a spatially structured moose Alces alces population;Yes;No;Yes;NA;NA;;No;No;No;Norway;Innlandet;Stor-Elvdal;Regional (e.g., a County, a larger mountain area, a coastal region);Forest;Conceptual work / scenarios;NA;NA;NA;Mathematics and Natural Sciences;Biological resource use: forestry;Indirect – changed human use (recreational etc).;Measured;NA;NA;NA;NA;NA;NA;Provisioning, Cultural;Species;Alces alces;Analytic (e.g. environmental impact assessments, monitoring);Regional, Local;(Semi-)Quantitative;NA;NA;NA;NA;NA;NA;NA;NA;;NA;Model for assessing moose harvest across landscapes with migratory moose and browsing damage caused by the moose in winter;Conflict, Tools;Economy-oriented, Governance/management-oriented;Local government and regional development;Land-owners and land-owner organizations, Knowledge institutions/scientific expertise;rayyan-674258227;JOUR;English;Nilsen, EB and Skonhoft, A and Mysterud, A and Milner, JM and Solberg, EJ and Andreassen, HP and Stenseth, NC;"[""Hedmark Univ Coll, Dept Forestry & Wildlife Management, N-2480 Koppang, Norway"", ""Univ Oslo, Dept Biol, CEES, N-0316 Oslo, Norway"", ""Norwegian Univ Sci & Technol, Dept Econ, N-7491 Trondheim, Norway"", ""Norwegian Inst Nat Res, NO-7485 Trondheim, Norway""]";The role of ecological and economic factors in the management of a spatially structured moose <i>Alces alces</i> population;WILDLIFE BIOLOGY;15;1;10-23;We present a bioeconomic model for moose Alces alces management in Norway, where two sub-populations of moose are subject to different site-specific mortality rates caused by the spatial distribution of territorial wolf Canis lupus packs, and are coupled by the seasonal migration of moose. The costs and benefits of moose are asymmetrically distributed in space, since they congregate in the wolf territory during winter where most browsing damage occurs. Using a class-structured matrix population model as the basis for bioeconomic analysis, we investigated how the optimal moose management differed between a unified (i.e. maximising overall profit) and a non-unified (i.e. profit maximised at the level of individual landowners) management scheme. Within the unified management scheme, the combined marginal costs and benefits decide the optimal off-take rate, and the relative hunting value and damage costs decide the relative allocation of the harvest between the two sub-populations. In the non-unified management scheme, harvesting takes place up to the point where the private marginal hunting value equals the private marginal browsing cost, while the relative hunting value and damage costs do not influence the optimal management. As the browsing damage that occurs inside the wolf territory is not taken into account in the costs of the area outside the territory within the non-unified solution, optimal moose population size will be higher for the outer area than under the unified solution. This results in an overall economic loss, which increases with increasing migration rates. Whenever the boundaries of political or management units do not follow those of ecological processes, ignoring the spatial resolution of the ecological process will result in sub-optimal management of a renewable resource.;Alces alces and bioeconomics and Canis lupus and harvesting and migration and moose and sustainable development and wolf and DEER CAPREOLUS-CAPREOLUS and SEASONAL MIGRATION and FOREST DAMAGE and BODY-MASS and MORTALITY and PATTERNS and AGE and DYNAMICS and DENSITY and SENESCENCE;10.2981/06-084     WE  - Science Citation Index Expanded (SCI-EXPANDED);"[""0909-6396"", ""1903-220X     J9  - WILDLIFE BIOL     JI  - Wildlife Biol.""]";3;Times Cited in Web of Science Core Collection:  8     Total Times Cited:  8     Cited Reference Count:  60;2009;NA;NA;NA;NA;NA;NA;NA;NA
2024-05-21T08:38:12Z;rayyan-674261669;Envisioning upland futures: Stakeholder responses to scenarios for Europe's mountain landscapes;Yes;No;Yes;2003;2004;;NA;NA;NA;Norway;Innlandet, Vestland;NA;Regional (e.g., a County, a larger mountain area, a coastal region);Forest, Mountains, Apline/sub-alpine, farmland;Conceptual work / scenarios;NA;NA;NA;Social Sciences;NA;scenario, no actual change;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Participatory, Inclusive of plural knowledges and values;Regional, Local;(Semi-)Quantitative, Qualitative;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;Governance, Tools;Governance/management-oriented, Approach focused on power relations, actor groups, Approach focused on perceptions/understanding, Participatory/deliberative/democratic approach;Local government and regional development;Governing bodies, Businesses and business associations, Land-owners and land-owner organizations, Other organizations, Citizens;rayyan-674261669;JOUR;English;Soliva, R and Ronningen, K and Bella, I and Bezak, P and Cooper, T and Flo, BE and Marty, P and Potter, C;"[""Swiss Fed Res Inst WSL, CH-8903 Birmensdorf, Switzerland"", ""Univ Ctr, Ctr Rural Res, N-7491 Trondheim, Norway"", ""Univ Macedonia, Dept Econ, Thessaloniki 54006, Greece"", ""Slovak Acad Sci, Inst Landscape Ecol, Brach Nitra, Nitra 94901, Slovakia"", ""Univ London Imperial Coll Sci Technol & Med, Ctr Environm Policy, London SW3 2AZ, England"", ""CNRS, CEFE, UMR 5145, F-34293 Montpellier 5, France""]";Envisioning upland futures: Stakeholder responses to scenarios for Europe's mountain landscapes;JOURNAL OF RURAL STUDIES;24;1;56-71;In a period of agricultural decline in the uplands of Europe, agriculture is ceasing to provide the primary rationale for the organisation, utilisation and functioning of rural space. Policy reform, market trends and changes to the way citizens and consumers think about the countryside all suggest a need for thinking strategically about the future development of these areas. However, without a broad involvement of stakeholders, land use conflicts, and social and cultural conflicts in general, may increase. Involving stakeholders in upland areas can be facilitated by using scenario technique and by discussing alternative futures in local stakeholder panels. In this paper we present four scenarios of land-use change for the year 2030, and their assessments by stakeholder panels in Scotland, France, Norway, Switzerland, Slovakia and Greece. The aim of the paper is to explore the ways in which stakeholders in these locations advocate and assess these scenarios. We also explore how stakeholders in different countries weight the visual landscape impacts, the livelihood and biodiversity aspects of the scenarios in their assessment, and the reasons for their prioritising. The cross-country analysis shows that stakeholders across the study areas are united in their overall rejection of agricultural liberalisation, advocating a production-oriented, but multifunctional and environmentally-friendly agriculture that maintains landscapes and biodiversity. (c) 2007 Elsevier Ltd. All rights reserved.;agricultural decline and scenarios and landscape and biodiversity and stakeholders and mountains and BioScene and Europe and AGRICULTURAL LAND-USE and CONSERVATION and PERCEPTIONS and PREFERENCE and PARTICIPATION and VISUALIZATION and BIODIVERSITY and MANAGEMENT and DESIGN and LOCALS and Mountaineering;10.1016/j.jrurstud.2007.04.001     WE  - Social Science Citation Index (SSCI);0743-0167     J9  - J RURAL STUD     JI  - J. Rural Stud.;1;Times Cited in Web of Science Core Collection:  129     Total Times Cited:  140     Cited Reference Count:  80;2008;NA;NA;NA;NA;NA;NA;NA;NA
2024-05-21T12:28:21Z;rayyan-674258958;Old-growth forest floor richness increases with red deer herbivory intensity;Yes;No;Yes;2001;2011;;No;No;No;Norway;Vestland;Flora;Local (e.g. a municipality or a part of a municipality);Forest;Observational studies;NA;Control-impact (CA);NA;Mathematics and Natural Sciences;Biological resource use: hunting, fishing collection;Indirect – changed human use (recreational etc).;Measured;NA;NA;NA;Community abundance - The abundance of organisms in ecological assemblages.;NA;NA;NA;Kingdom;Plantae;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;rayyan-674258958;JOUR;English;Hegland, SJ and Lilleeng, MS and Moe, SR;"[""Norwegian Red Deer Ctr, N-6914 Svanoybukt, Norway"", ""Univ Coll Sogn & Fjordane, Fac Sci, N-5861 Sogndal, Norway"", ""Norwegian Univ Life Sci, Dept Ecol & Nat Resource Management, N-1432 As, Norway""]";Old-growth forest floor richness increases with red deer herbivory intensity;FOREST ECOLOGY AND MANAGEMENT;310;NA;267-274;Herbivory is one of the most important biotic disturbance types globally and is important for community structure and composition through species filtering. In northern forest ecosystems the population densities of wild-ranging ungulates, which are managed through hunting, have reached historically high numbers. Conservation concerns frequently arise, both in media and scientific literature. One key question is whether increased deer densities negatively affect biodiversity and whether management should implement reduction in deer densities. Few studies have addressed wild herbivores-plant richness relationships using a full length gradient of herbivory. Such gradient approach where herbivory is studied from very low to very high intensity, may enable us to develop operational management guidelines for deer densities We recorded the ungulate herbivory intensities on the island Svanoy in west Norway across 10 years and related this to the present plant richness of an old-growth pine-forest system, recording all plant species groups of the forest understory. The herbivory intensity-plant richness relationship followed a unimodally peaked curved, but plant richness was lower only at forest sites with artificially high red deer herbivory. Overall, the herbivory-richness relationships of functional groups fitted expectations in that the richness of low-growing functional groups as forbs, graminoids and mosses all increased within natural levels of herbivory intensities, whereas the richness of the taller growing woody species of the forest understory, dwarf-shrubs and young trees, decreased along the intensity gradient. We validated the gradient approach by experimental exclosure data. Management for relatively high deer densities may benefit the overall understory plant richness of such forest ecosystems at the expense of richness of woody plants. We suggest that the herbivory-induced reduction of the understory woody layer is the key to understand the overall increase in plant species richness. (C) 2013 Elsevier B.V. All rights reserved.;Browsing and Cervus and Disturbance and Diversity and Functional group and Grazing and TROPICAL RAIN-FORESTS and OLYMPIC-NATIONAL-PARK and NORTH-AMERICAN ELK and VACCINIUM-MYRTILLUS and GRAZING INTENSITY and UNGULATE and DIVERSITY and VEGETATION and MANAGEMENT and COMMUNITIES and Trees;10.1016/j.foreco.2013.08.031     WE  - Science Citation Index Expanded (SCI-EXPANDED);"[""0378-1127"", ""1872-7042     J9  - FOREST ECOL MANAG     JI  - For. Ecol. Manage.""]";12;Times Cited in Web of Science Core Collection:  43     Total Times Cited:  46     Cited Reference Count:  46;2013;15;NA;NA;NA;NA;NA;NA;NA
2024-05-21T15:14:40Z;rayyan-656137835;How effective are European agrienvironment schemes in conserving and promoting biodiversity?;Yes;No;Yes;NA;NA;;NA;NA;NA;Norway;NA;NA;National;Semi-natural ecosystems;NA;NA;NA;NA;NA;Agriculture & aquaculture: Agricultural production;NA;NA;NA;NA;NA;NA;NA;NA;Provisioning;NA;NA;Economic;National;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;Governance, Tools;Economy-oriented;Agriculture and food (bioeconomy);Governing bodies, Land-owners and land-owner organizations;rayyan-656137835;JOUR;NA;"Kleijn, David; Sutherland, William J.";NA;How effective are European agri‐environment schemes in conserving and promoting biodiversity?;Journal of Applied Ecology;40;6;947-969;Summary 1. Increasing concern over the environmental impact of agriculture in Europe has led to the introduction of agri-environment schemes. These schemes compensate farmers financially for any loss of income associated with measures that aim to benefit the environment or biodiversity. There are currently agri-environment schemes in 26 out of 44 European countries. 2. Agri-environment schemes vary markedly between countries even within the European Union. The main objectives include reducing nutrient and pesticide emissions, protecting biodiversity, restoring landscapes and preventing rural depopulation. In virtually all countries the uptake of schemes is highest in areas of extensive agriculture where biodiversity is still relatively high and lowest in intensively farmed areas where biodiversity is low. 3. Approximately $ 24·3 billion has been spent on agri-environment schemes in the European Union (EU) since 1994, an unknown proportion of it on schemes with biodiversity conservation aims. We carried out a comprehensive search for studies that test the effectiveness of agri-environment schemes in published papers or reports. Only 62 evaluation studies were found originating from just five EU countries and Switzerland (5). Indeed 76% of the studies were from the Netherlands and the United Kingdom, where until now only c . 6% of the EU agri-environmental budget has been spent. Other studies were from Germany (6), Ireland (3) and Portugal (1). 4. In the majority of studies, the research design was inadequate to assess reliably the effectiveness of the schemes. Thirty-one percent did not contain a statistical analysis. Where an experimental approach was used, designs were usually weak and biased towards giving a favourable result. The commonest experimental design (37% of the studies) was a comparison of biodiversity in agri-environment schemes and control areas. However, there is a risk of bias if either farmers or scheme co-ordinators select the sites for agri-environment schemes. In such cases the sites are likely to have a higher biodiversity at the outset compared to the controls. This problem may be addressed by collecting baseline data (34% of studies), comparing trends (32%) or changes (26%) in biodiversity between areas with and without schemes or by pairing scheme and control sites that experience similar environmental conditions (16%). 5. Overall, 54% of the examined species (groups) demonstrated increases and 6% decreases in species richness or abundance compared with controls. Seventeen percent showed increases for some species and decreases for other species, while 23% showed no change at all in response to agri-environment schemes. The response varied between taxa. Of 19 studies examining the response of birds that included a statistical analysis, four showed significant increases in species richness or abundance, two showed decreases and nine showed both increases and decreases. Comparative figures for 20 arthropod studies yielded 11 studies that showed an increase in species richness or abundance, no study showed a decrease and three showed both increases and;NA;10.1111/j.1365-2664.2003.00868.x;NA;NA;NA;2003;NA;NA;NA;NA;NA;NA;NA;NA
2024-05-21T15:18:46Z;rayyan-674262953;Evaluation of Landscape-Level Grazing Capacity for Domestic Sheep in Alpine Rangelands;Yes;No;Yes;2007;2008;;No;No;No;Norway;Agder;NA;Regional (e.g., a County, a larger mountain area, a coastal region);Mountains;Conceptual work / scenarios;NA;NA;NA;Mathematics and Natural Sciences;Agriculture & aquaculture: outfield resources (including grazing);Direct habitat removal, destruction or change;Measured;NA;NA;NA;NA;NA;NA;Provisioning;Species;Ovis aries;Analytic (e.g. environmental impact assessments, monitoring);Regional, Local;(Semi-)Quantitative;NA;NA;NA;NA;NA;NA;NA;NA;;NA;Prediction model for evalation landscape-level capacity for sheep grazing, balancing sheep production and effects on biodiversity;Tools;Governance/management-oriented, Knowledge-oriented;Local government and regional development, Climate and environment, Agriculture and food (bioeconomy);NA;rayyan-674262953;JOUR;English;Mysterud, A and Rekdal, Y and Loe, LE and Angeloff, M and Mobæk, R and Holand, O and Strand, GH;"[""Univ Oslo, CEES, Dept Biosci, NO-0316 Oslo, Norway"", ""Norwegian Forest & Landscape Inst, As, Norway"", ""Norwegian Univ Life Sci, Dept Ecol & Nat Resource Management, As, Norway"", ""Norwegian Univ Life Sci, Dept Anim & Aquacultural Sci, As, Norway""]";Evaluation of Landscape-Level Grazing Capacity for Domestic Sheep in Alpine Rangelands;RANGELAND ECOLOGY & MANAGEMENT;67;2;132-144;Balancing the number of gazing animals with the level of plant resources is a core issue in gazing management. Complete, full-coverage vegetation surveys are often used for this purpose, but these are expensive undertakings. We have presented a method to downscale information from regional sampling surveys by poststratification using a land cover map derived from satellite-based measures of reflectance values. This approach opens new prospects for landscape-level evaluation of productivity. We applied this method to eight grazing districts (19-245 km(2)) in Setesdal Vesthei, Norway, in 2006. Sheep densities in three of eight grazing districts of Setesdal Vesthei fluctuated above the estimated grazing capacity. We fitted 43 sheep with Global Positioning System collars in two contrasting grazing districts in 2007-2008 to assess their selection of the land cover productivity classes in the map used for poststratification. In the area with high vegetation coverage, sheep selection increased in areas with an overall higher productivity, supporting the main basis of the approach. However, in the grazing districts with lower vegetation coverage, selection was higher for areas of overall low vegetation productivity. The likely explanation is the presence of small areas of snow bed vegetation with high-quality forage in areas with a generally rocky surface. Our study provides a first step toward a grazing capacity evaluation to achieve a sustainable management of sheep on alpine ranges of Scandinavia, and our approach is likely applicable to other open alpine ranges in the northern hemisphere.;Global Positioning System and habitat selection and land cover and poststratification and resource selection functions and rangeland management and SMALL-AREA ESTIMATION and LAND-COVER and LARGE HERBIVORE and HABITAT SELECTION and ANIMAL HUSBANDRY and HILL VEGETATION and DENSITY and LIVESTOCK and MODEL and THRESHOLDS and Sheep;10.2111/REM-D-12-00177.1     WE  - Science Citation Index Expanded (SCI-EXPANDED);"[""1550-7424"", ""1551-5028     J9  - RANGELAND ECOL MANAG     JI  - Rangel. Ecol. Manag.""]";3;Times Cited in Web of Science Core Collection:  8     Total Times Cited:  8     Cited Reference Count:  74;2014;NA;NA;NA;NA;NA;NA;NA;NA
2024-05-21T15:31:16Z;rayyan-656137765;Implementation of the first adaptive management plan for a European migratory waterbird population: The case of the Svalbard pink-footed goose Anser brachyrhynchus;Yes;No;Yes;NA;NA;;NA;NA;NA;Norway;Svalbard;NA;National;Semi-natural ecosystems, Polar ecosystems / arctic tundra;Observational studies;NA;NA;Document Study;Social Sciences;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;Governance, Tools;NA;NA;NA;rayyan-656137765;JOUR;NA;"Madsen, Jesper; Williams, James Henty; Johnson, Fred A.; Tombre, Ingunn; Dereliev, Sergey; Kuijken, Eckhart";NA;Implementation of the first adaptive management plan for a European migratory waterbird population: The case of the Svalbard pink-footed goose Anser brachyrhynchus;Ambio;46;2;275-289;An International Species Management Plan for the Svalbard population of the pink-footed goose was adopted under the Agreement on the Conservation of African-Eurasian Migratory Waterbirds in 2012, the first case of adaptive management of a migratory waterbird population in Europe. An international working group (including statutory agencies, NGO representatives and experts) agreed on objectives and actions to maintain the population in favourable conservation status, while accounting for biodiversity, economic and recreational interests. Agreements include setting a population target to reduce agricultural conflicts and avoid tundra degradation, and using hunting in some range states to maintain stable population size. As part of the adaptive management procedures, adjustment to harvest is made annually subject to population status. This has required streamlining of monitoring and assessment activities. Three years after implementation, indicators suggest the attainment of management results. Dialogue, consensus-building and engagement among stakeholders represent the major process achievements.;NA;10.1007/s13280-016-0888-0;NA;NA;NA;2017;NA;NA;NA;NA;NA;NA;NA;NA
2024-05-22T12:46:04Z;rayyan-674257846;Norwegian family forest owners' willingness to participate in carbon offset programs;Yes;No;Yes;NA;NA;;NA;NA;NA;Norway;NA;NA;National;Forest;Observational studies;NA;After (A);Surveys and questionnaires;Mathematics and Natural Sciences;Biological resource use: forestry;Direct habitat removal, destruction or change;NA;NA;NA;NA;NA;NA;NA;Provisioning;NA;NA;Economic, Participatory;National;(Semi-)Quantitative;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;Governance, Tools;Economy-oriented, Governance/management-oriented, Participatory/deliberative/democratic approach;Local government and regional development;Governing bodies, Land-owners and land-owner organizations;rayyan-674257846;JOUR;English;Håbesland, DE and Kilgore, MA and Becker, DR and Snyder, SA and Solberg, B and Sjolie, HK and Lindstad, BH;"[""Univ Minnesota, Dept Forest Resources, 115 Green Hall,1530 Cleveland Ave North, St Paul, MN 55108 USA"", ""Norwegian Univ Life Sci, Dept Ecol & Nat Resource Management, POB 5003, N-1432 As, Norway""]";Norwegian family forest owners' willingness to participate in carbon offset programs;FOREST POLICY AND ECONOMICS;70;NA;30-38;Forests act as carbon sinks and can make significant contributions to climate change mitigation efforts. In Norway, family forest owners own 80% of productive forestland and play a central role in the management of the country's forests. Yet little is known about whether these landowners would be interested in increasing carbon sequestration on their land and selling carbon credits. Only a handful of studies have examined the factors that motivate family forest owners to participate in carbon offset programs, and all of these studies have been conducted in the United States. This study addresses this information gap using data from a mail survey of 1500 Norwegian family forest owners. A logistic regression model was developed to examine the effect of various carbon program, forestland, and landowner characteristics on participation in a hypothetical carbon offset program. Results suggest that there is a considerable amount of interest among Norwegian family forest owners and that the most important predictors of participation are payment amount offered, perceived barriers posed by management actions, importance placed on non-market forest amenities, and attitudes towards climate change. (C) 2016 Elsevier B.V. All rights reserved.;Carbon offsets and Carbon sequestration and Family forest owners and Willingness to accept and CONTINGENT VALUATION and HYPOTHETICAL BIAS and MISSING DATA and CONSERVATION and MANAGEMENT and LANDOWNERS and COMPENSATION and STEWARDSHIP and MECHANISMS and VIRGINIA and Trees;10.1016/j.forpol.2016.05.017     WE  - Science Citation Index Expanded (SCI-EXPANDED)     WE  - Social Science Citation Index (SSCI);"[""1389-9341"", ""1872-7050     J9  - FOREST POLICY ECON     JI  - Forest Policy Econ.""]";9;Times Cited in Web of Science Core Collection:  26     Total Times Cited:  31     Cited Reference Count:  52;2016;NA;NA;NA;NA;NA;NA;NA;NA
2024-05-22T13:40:37Z;rayyan-674261420;Woodland key habitats in northern Europe: concepts, inventory and protection;Yes;No;Yes;NA;NA;;NA;NA;NA;Norway, Sweden, Finland, Latvia, Estonia and Lithuania;NA;NA;Multinational;Forest;Summarised evidence;Critically appraised individual studies;NA;NA;Mathematics and Natural Sciences;Biological resource use: forestry, Protection;Direct habitat removal, destruction or change;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Analytic (e.g. environmental impact assessments, monitoring);Local;Area-based;Yes;No;Unclear;Unclear;Unclear;Unclear;No;NA;;Unclear;NA;Tools;Governance/management-oriented;Climate and environment, Agriculture and food (bioeconomy);Environmental non-governmental organisations (ENGOs), Businesses and business associations, Land-owners and land-owner organizations;rayyan-674261420;JOUR;English;Timonen, J and Siitonen, J and Gustafsson, L and Kotiaho, JS and Stokland, JN and Sverdrup-Thygeson, A and Mönkkönen, M;"[""Univ Jyvaskyla, Dept Biol & Environm Sci, FI-40014 Jyvaskyla, Finland"", ""Finnish Forest Res Inst, Vantaa Res Unit, FI-91301 Vantaa, Finland"", ""Swedish Univ Agr Sci, Dept Ecol, SE-75007 Uppsala, Sweden"", ""Univ Jyvaskyla, Ctr Excellence Evolut Res, Dept Biol & Environm Sci, FI-40014 Jyvaskyla, Finland"", ""Univ Jyvaskyla, Nat Hist Museum, FI-40014 Jyvaskyla, Finland"", ""Univ Oslo, Nat Hist Museum, NO-9318 Oslo, Norway"", ""NINA, NO-9318 Oslo, Norway""]";Woodland key habitats in northern Europe: concepts, inventory and protection;SCANDINAVIAN JOURNAL OF FOREST RESEARCH;25;4;309-324;The woodland key habitat (WKH) concept has become an essential instrument in biodiversity-orientated forest management in northern Europe. The philosophy behind the concept is basically the same in all of the countries: to conserve the biodiversity of production landscapes by preserving small habitat patches that are supposed to be particularly valuable. This article reviews the definitions, inventories and implementation processes of WKHs in Sweden, Finland, Norway, Latvia, Estonia and Lithuania. Sweden and the Baltic countries have similar WKH models, while the models in Finland and Norway are clearly deviating. Depending on the country, the definitions emphasize different factors, such as soil and bedrock properties, stand structure and occurrence of indicator species. The mean size of the WKHs varies considerably, from 0.7 ha (Finland) to 4.6 ha (Sweden). The degree of formal protection also differs. Preservation of WKHs is primarily based on forest legislation in Finland, Estonia and Latvia, and on forest certification in the other countries. The implementation of the WKH concept is inconsistent between the countries, resulting in different sets of habitats being included in the WKH networks. This makes direct comparisons between the countries difficult, and may hamper the generalization of research results into other areas.;biodiversity and conservation and forest certification and forest legislation and forest management and production forest and FOREST and BIODIVERSITY and Europe;10.1080/02827581.2010.497160     WE  - Science Citation Index Expanded (SCI-EXPANDED);"[""0282-7581"", ""1651-1891     J9  - SCAND J FOREST RES     JI  - Scand. J. Forest Res.""]";NA;Times Cited in Web of Science Core Collection:  110     Total Times Cited:  115     Cited Reference Count:  46;2010;NA;NA;NA;NA;NA;NA;NA;NA
2024-05-22T14:08:18Z;rayyan-656138572;Vegetasjon som kultur- og historieformidler - En dokumentasjon av et kystkulturlandskap i Sogn og Fjordane;Yes;No;Yes;NA;NA;;NA;NA;NA;Norway;Vestland;Stad;Local (e.g. a municipality or a part of a municipality);Semi-natural ecosystems;Observational studies;NA;NA;NA;Mathematics and Natural Sciences;Agriculture & aquaculture: Agricultural production, Agriculture & aquaculture: outfield resources (including grazing), Protection;Indirect – changed human use (recreational etc).;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Regulatory;National, Regional, Local;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;Governance, Tools;Governance/management-oriented;Local government and regional development, Agriculture and food (bioeconomy);Land-owners and land-owner organizations;rayyan-656138572;JOUR;NA;"Austad, Ingvild; Koller, Anne Lise; Rydgren, Knut";NA;Vegetasjon som kultur- og historieformidler - En dokumentasjon av et kystkulturlandskap i Sogn og Fjordane;Heimen;53;2;185-201;NA;NA;10.18261/issn.1894-3195-2016-02-06;NA;NA;"RAYYAN-INCLUSION: {""Matthew""=>""Included""} | RAYYAN-LABELS: Social Science";2016;NA;NA;NA;NA;" {""Matthew""=>""Included""} "; Social Science;NA;NA
